name,sport,age_min,age_max,start_date,end_date,address,city,state,zip,description,price_text,day_or_overnight,skill_level,spots_status,contact_email,contact_phone,website_url,lunch_included,aftercare_available,program_type,registration_deadline,schedule_text,confidence
"Nike Volleyball Camp at Lawrence Technological University - All Skills Camp (June 8–10, 2026)",volleyball,10,18,2026-06-08,2026-06-10,"21000 W 10 Mile Rd, Southfield, MI, USA",Southfield,MI,48075,"Join us this summer at Lawrence Technological University for fun and learning on the court! Campers of all abilities will train with Head Volleyball Coach, Gustavo Heidrich, while enjoying a supportive and exciting atmosphere. Open to girls, ages 10-18, this Michigan volleyball camp is geared toward building confidence, improving skills, and making new friends. From fun drills to friendly games, every moment is designed to help you enjoy the sport you love. Don’t miss out this summer in Southfield—sign up today!",$299,day,all,open,,,https://www.ussportscamps.com/volleyball/nike/nike-volleyball-camp-lawrence-tech,FALSE,FALSE,camp,,,medium
"Nike Volleyball Camp at Lawrence Technological University - First Contact Clinic (June 11, 2026)",volleyball,10,18,2026-06-11,2026-06-11,"21000 W 10 Mile Rd, Southfield, MI, USA",Southfield,MI,48075,"Join us this summer at Lawrence Technological University for fun and learning on the court! Campers of all abilities will train with Head Volleyball Coach, Gustavo Heidrich, while enjoying a supportive and exciting atmosphere. Open to girls, ages 10-18, this Michigan volleyball camp is geared toward building confidence, improving skills, and making new friends. From fun drills to friendly games, every moment is designed to help you enjoy the sport you love. Don’t miss out this summer in Southfield—sign up today!",$89,day,all,open,,,https://www.ussportscamps.com/volleyball/nike/nike-volleyball-camp-lawrence-tech,FALSE,FALSE,camp,,,medium
"Nike Volleyball Camp at Lawrence Technological University - Libero Clinic (June 15, 2026)",volleyball,10,18,2026-06-15,2026-06-15,"21000 W 10 Mile Rd, Southfield, MI, USA",Southfield,MI,48075,"Join us this summer at Lawrence Technological University for fun and learning on the court! Campers of all abilities will train with Head Volleyball Coach, Gustavo Heidrich, while enjoying a supportive and exciting atmosphere. Open to girls, ages 10-18, this Michigan volleyball camp is geared toward building confidence, improving skills, and making new friends. From fun drills to friendly games, every moment is designed to help you enjoy the sport you love. Don’t miss out this summer in Southfield—sign up today!",$99,day,all,open,,,https://www.ussportscamps.com/volleyball/nike/nike-volleyball-camp-lawrence-tech,FALSE,FALSE,camp,,,medium
"Nike Volleyball Camp at Lawrence Technological University - Hitter/Blocker Clinic (June 16, 2026)",volleyball,10,18,2026-06-16,2026-06-16,"21000 W 10 Mile Rd, Southfield, MI, USA",Southfield,MI,48075,"Join us this summer at Lawrence Technological University for fun and learning on the court! Campers of all abilities will train with Head Volleyball Coach, Gustavo Heidrich, while enjoying a supportive and exciting atmosphere. Open to girls, ages 10-18, this Michigan volleyball camp is geared toward building confidence, improving skills, and making new friends. From fun drills to friendly games, every moment is designed to help you enjoy the sport you love. Don’t miss out this summer in Southfield—sign up today!",$89,day,all,open,,,https://www.ussportscamps.com/volleyball/nike/nike-volleyball-camp-lawrence-tech,FALSE,FALSE,camp,,,medium
"Nike Volleyball Camp at Lawrence Technological University - Prospect Clinic (June 17, 2026)",volleyball,14,18,2026-06-17,2026-06-17,"21000 W 10 Mile Rd, Southfield, MI, USA",Southfield,MI,48075,"Join us this summer at Lawrence Technological University for fun and learning on the court! Campers of all abilities will train with Head Volleyball Coach, Gustavo Heidrich, while enjoying a supportive and exciting atmosphere. Open to girls, ages 10-18, this Michigan volleyball camp is geared toward building confidence, improving skills, and making new friends. From fun drills to friendly games, every moment is designed to help you enjoy the sport you love. Don’t miss out this summer in Southfield—sign up today!",$99,day,all,open,,,https://www.ussportscamps.com/volleyball/nike/nike-volleyball-camp-lawrence-tech,FALSE,FALSE,camp,,,medium
"Nike Volleyball Camp at Lawrence Technological University - All Skills Camp (July 7–9, 2026)",volleyball,10,18,2026-07-07,2026-07-09,"21000 W 10 Mile Rd, Southfield, MI, USA",Southfield,MI,48075,"Join us this summer at Lawrence Technological University for fun and learning on the court! Campers of all abilities will train with Head Volleyball Coach, Gustavo Heidrich, while enjoying a supportive and exciting atmosphere. Open to girls, ages 10-18, this Michigan volleyball camp is geared toward building confidence, improving skills, and making new friends. From fun drills to friendly games, every moment is designed to help you enjoy the sport you love. Don’t miss out this summer in Southfield—sign up today!",$315,day,all,open,,,https://www.ussportscamps.com/volleyball/nike/nike-volleyball-camp-lawrence-tech,FALSE,FALSE,camp,,,medium
"Nike Volleyball Camp at Lake Tahoe School -  (June 22–25, 2026)",volleyball,12,18,2026-06-22,2026-06-25,995 Tahoe Blvd,Incline Village,NV,89451,"Join us this summer at Lake Tahoe School for fun and learning on the court! Girls, ages 12-18, will train with Head Volleyball Coach, Jeff Nielson, while enjoying a supportive and exciting atmosphere. Open to campers of all abilities, this volleyball camp in Tahoe is geared toward building confidence, improving skills, and making new friends. From fun drills to friendly games, every moment is designed to help you enjoy the sport you love. Don’t miss out this summer in Lake Tahoe—sign up today!",$595,day,all,open,,,https://www.ussportscamps.com/volleyball/nike/nike-volleyball-camp-incline-village,FALSE,FALSE,camp,,,medium
"Nike Volleyball Camp at New Jersey City University - Individual Skills Camp (Aug. 3–6, 2026)",volleyball,9,17,2026-08-03,2026-08-06,110 Culver Ave,Jersey City,NJ,07305,"Experience an action-packed volleyball camp in summer 2026 at New Jersey City University! Designed for boys and girls ages 9-17, this camp gives athletes the chance to strengthen their skills in a positive, high-energy setting. Under the guidance of coach Stacey Christy and her skilled staff, players will take part in skill-focused training, position work, and competitive games that support growth and confidence. Athletes from New Jersey and beyond will enjoy a fun, encouraging environment while continuing to develop their volleyball game.",$559,day,all,open,,,https://www.ussportscamps.com/volleyball/nike/nike-volleyball-camp-new-jersey-city-university,FALSE,FALSE,camp,,,medium
"Nike Volleyball Camp at New Jersey City University - Serving & Passing Clinic (Aug. 7, 2026)",volleyball,9,17,2026-08-07,2026-08-07,110 Culver Ave,Jersey City,NJ,07305,"Experience an action-packed volleyball camp in summer 2026 at New Jersey City University! Designed for boys and girls ages 9-17, this camp gives athletes the chance to strengthen their skills in a positive, high-energy setting. Under the guidance of coach Stacey Christy and her skilled staff, players will take part in skill-focused training, position work, and competitive games that support growth and confidence. Athletes from New Jersey and beyond will enjoy a fun, encouraging environment while continuing to develop their volleyball game.",$95,day,all,open,,,https://www.ussportscamps.com/volleyball/nike/nike-volleyball-camp-new-jersey-city-university,FALSE,FALSE,camp,,,medium
"Nike Volleyball Camp at New Jersey City University - Team Skills Camp (Aug. 10–13, 2026)",volleyball,9,17,2026-08-10,2026-08-13,110 Culver Ave,Jersey City,NJ,07305,"Experience an action-packed volleyball camp in summer 2026 at New Jersey City University! Designed for boys and girls ages 9-17, this camp gives athletes the chance to strengthen their skills in a positive, high-energy setting. Under the guidance of coach Stacey Christy and her skilled staff, players will take part in skill-focused training, position work, and competitive games that support growth and confidence. Athletes from New Jersey and beyond will enjoy a fun, encouraging environment while continuing to develop their volleyball game.",$539,day,all,open,,,https://www.ussportscamps.com/volleyball/nike/nike-volleyball-camp-new-jersey-city-university,FALSE,FALSE,camp,,,medium
