name,sport,age_min,age_max,start_date,end_date,address,city,state,zip,description,price_text,day_or_overnight,skill_level,spots_status,contact_email,contact_phone,website_url,lunch_included,aftercare_available,program_type,registration_deadline,schedule_text,confidence
"US Sports Volleyball Camp at Monon Select - Little Volleys Camp (June 29–July 2, 2026)",volleyball,5,10,2026-06-29,2026-07-02,800 E 169th St,Westfield,IN,46074,"Join us this summer at The Academy Monon Select Volleyball Club for a fun and engaging volleyball camp! Campers will train with Nike Volleyball Camp Director, Claire Shide, in a positive and supportive environment that encourages learning and growth. Open to girls and boys ages 5-14, this camp in Indiana focuses on building skills, confidence, and a love for the game. Athletes from Westfield and beyond will stay active, make new friends, and continue developing their volleyball fundamentals.",$195,day,all,open,,,https://www.ussportscamps.com/volleyball/ussc/us-sports-volleyball-camp-monon,FALSE,FALSE,camp,,,medium
"US Sports Volleyball Camp at Monon Select - All Skills Camp (June 29–July 2, 2026)",volleyball,10,14,2026-06-29,2026-07-02,800 E 169th St,Westfield,IN,46074,"Join us this summer at The Academy Monon Select Volleyball Club for a fun and engaging volleyball camp! Campers will train with Nike Volleyball Camp Director, Claire Shide, in a positive and supportive environment that encourages learning and growth. Open to girls and boys ages 5-14, this camp in Indiana focuses on building skills, confidence, and a love for the game. Athletes from Westfield and beyond will stay active, make new friends, and continue developing their volleyball fundamentals.",$450,day,all,open,,,https://www.ussportscamps.com/volleyball/ussc/us-sports-volleyball-camp-monon,FALSE,FALSE,camp,,,medium
"Nike Volleyball Camp at Des Moines Area Community College - All Skills Camp (July 27–30, 2026)",volleyball,12,15,2026-07-27,2026-07-30,1125 Hancock Dr,Boone,IA,50036,"Experience an exciting 2026 volleyball camp in Iowa designed for girls of all skill levels. Athletes will train with the Des Moines Area Community College coaching staff while focusing on building strong fundamentals and improving overall performance. Through guided instruction, hands-on drills, and game play, players will gain confidence and grow their skills in a positive, encouraging environment. This camp is a great chance to learn, compete, and enjoy a fun week of volleyball training in Iowa.",$379,day,all,open,,,https://www.ussportscamps.com/volleyball/nike/volleyball-camp-des-moines-area-community-college,FALSE,FALSE,camp,,,medium
"Nike Volleyball Camp at Des Moines Area Community College - Serving & Passing Clinic (July 31, 2026)",volleyball,11,16,2026-07-31,2026-07-31,1125 Hancock Dr,Boone,IA,50036,"Experience an exciting 2026 volleyball camp in Iowa designed for girls of all skill levels. Athletes will train with the Des Moines Area Community College coaching staff while focusing on building strong fundamentals and improving overall performance. Through guided instruction, hands-on drills, and game play, players will gain confidence and grow their skills in a positive, encouraging environment. This camp is a great chance to learn, compete, and enjoy a fun week of volleyball training in Iowa.",$79,day,all,open,,,https://www.ussportscamps.com/volleyball/nike/volleyball-camp-des-moines-area-community-college,FALSE,FALSE,camp,,,medium
"Nike Volleyball Camp at MidAmerican RecPlex - All Skills Camp (July 13–15, 2026)",volleyball,10,15,2026-07-13,2026-07-15,6500 Grand Ave,,IA,50266,"Join us this summer at MidAmerican RecPlex for fun and learning on the court! Campers, ages 10-18, will train with an elite coaching staff using a curriculum designed by James Finley, former Head Volleyball Coach at Seattle University. This volleyball camp in Iowa is open to girls and boys of all abilities and geared towards building confidence, improving skills, and making new friends. From fun drills to lively games, every moment is designed to help you enjoy the sport you love. Don’t miss out this summer in Des Moines—sign up today!",$299,day,all,open,,,https://www.ussportscamps.com/volleyball/nike/nike-volleyball-camp-west-des-moines,FALSE,FALSE,camp,,,medium
"Nike Volleyball Camp at MidAmerican RecPlex - HS Prep/Advanced Camp (July 13–15, 2026)",volleyball,14,18,2026-07-13,2026-07-15,6500 Grand Ave,,IA,50266,"Join us this summer at MidAmerican RecPlex for fun and learning on the court! Campers, ages 10-18, will train with an elite coaching staff using a curriculum designed by James Finley, former Head Volleyball Coach at Seattle University. This volleyball camp in Iowa is open to girls and boys of all abilities and geared towards building confidence, improving skills, and making new friends. From fun drills to lively games, every moment is designed to help you enjoy the sport you love. Don’t miss out this summer in Des Moines—sign up today!",$299,day,all,open,,,https://www.ussportscamps.com/volleyball/nike/nike-volleyball-camp-west-des-moines,FALSE,FALSE,camp,,,medium
"Nike Volleyball Camp at MidAmerican RecPlex - Serving Clinic OR Passing Clinic (July 14, 2026)",volleyball,10,18,2026-07-14,2026-07-14,6500 Grand Ave,,IA,50266,"Join us this summer at MidAmerican RecPlex for fun and learning on the court! Campers, ages 10-18, will train with an elite coaching staff using a curriculum designed by James Finley, former Head Volleyball Coach at Seattle University. This volleyball camp in Iowa is open to girls and boys of all abilities and geared towards building confidence, improving skills, and making new friends. From fun drills to lively games, every moment is designed to help you enjoy the sport you love. Don’t miss out this summer in Des Moines—sign up today!",$45,day,all,open,,,https://www.ussportscamps.com/volleyball/nike/nike-volleyball-camp-west-des-moines,FALSE,FALSE,camp,,,medium
"Nike Volleyball Camp at MidAmerican RecPlex - Setting Clinic OR Hitting Clinic (July 15, 2026)",volleyball,10,18,2026-07-15,2026-07-15,6500 Grand Ave,,IA,50266,"Join us this summer at MidAmerican RecPlex for fun and learning on the court! Campers, ages 10-18, will train with an elite coaching staff using a curriculum designed by James Finley, former Head Volleyball Coach at Seattle University. This volleyball camp in Iowa is open to girls and boys of all abilities and geared towards building confidence, improving skills, and making new friends. From fun drills to lively games, every moment is designed to help you enjoy the sport you love. Don’t miss out this summer in Des Moines—sign up today!",$45,day,all,open,,,https://www.ussportscamps.com/volleyball/nike/nike-volleyball-camp-west-des-moines,FALSE,FALSE,camp,,,medium
"Nike Volleyball Camp at Wichita Sports Forum -  (July 13–17, 2026)",volleyball,10,14,2026-07-13,2026-07-17,2668 N Greenwich Rd,Wichita,KS,67226,"ABOUT RYG ATHLETICS RYG Athletics is on a mission to help transform the games and lives of athletes around the country. RYG Athletics is committed to using sport as a vehicle to teach young athletes the leadership, mindset, and athletic skills they need to thrive in sports and life. They're so committed to helping athletes grow as leaders and develop mental toughness that their Academy sessions feature twice daily classroom sessions that include leadership and mindset teaching. Their camps are based on four pillars: fun, challenge, support, and connection. Their goal every week is simple: to be the highlight of every athlete's summer while helping them improve at the game.RATED AS A TOP 10 NIKE VOLLEYBALL CAMP IN 2025. The Top-Rated Camp &amp; Director Awards recognize and celebrate directors who deliver exceptional, BEST-IN-CLASS experiences for both campers and parents. Winners are determined through a detailed analysis of thousands of post-camp parent reviews, with the goal of amplifying positive word-of-mouth, boosting camp enrollment, and reinforcing parents’ confidence that their investment was worthwhile.",$399,day,all,open,,,https://www.ussportscamps.com/volleyball/nike/nike-volleyball-camp-wichita,FALSE,FALSE,camp,,,medium
"Nike Volleyball Camp at iDeveloped Skills Academy - High Intensity Camp (July 6–9, 2026)",volleyball,9,15,2026-07-06,2026-07-09,7126 Antioch Rd,Baton Rouge,LA,70817,"Enjoy an exciting volleyball camp this summer 2026 in Baton Rouge! Designed for boys and girls ages 9–15, this camp gives young athletes a great chance to learn, play, and improve in a high-energy setting. With guidance from Stacey Christy and her skilled coaching staff, players will practice key fundamentals, take part in fun drills, and compete in friendly games. Campers of all skill levels will enjoy plenty of court time while building confidence, improving technique, and making new friends along the way.",$479-$529,day,all,open,,,https://www.ussportscamps.com/volleyball/nike/nike-volleyball-camp-baton-rouge,FALSE,FALSE,camp,,,medium
