name,sport,age_min,age_max,start_date,end_date,address,city,state,zip,description,price_text,day_or_overnight,skill_level,spots_status,contact_email,contact_phone,website_url,lunch_included,aftercare_available,program_type,registration_deadline,schedule_text,confidence
"NBC Volleyball Camp at University of Puget Sound - Complete Player (June 29–July 2, 2026)",volleyball,11,18,2026-06-29,2026-07-02,1500 N Warner St,Tacoma,WA,98416,"NBC's Volleyball Camp in Tacoma, Washington at the University of Puget Sound focuses on skill development. NBC stands for Nothing Beats Commitment and has been running camps since 1971. The goal is for each athlete to walk away from camp having improved their volleyball and leadership skills. Camps focus on confidence, goal setting, mental toughness, leadership, intensity, athletic and life skill mastery, and the importance of personal faith and Christian values. Camps are intense and are for those who love volleyball enough to work hard. Join us this summer and experience the NBC Camps difference!",$700-$750,day,all,open,,,https://www.ussportscamps.com/volleyball/nbc/nbc-volleyball-camp-in-tacoma-washington,FALSE,FALSE,camp,,,medium
"NBC Volleyball Camp at University of Puget Sound - Elite Volleyball (July 27–30, 2026)",volleyball,14,18,2026-07-27,2026-07-30,1500 N Warner St,Tacoma,WA,98416,"NBC's Volleyball Camp in Tacoma, Washington at the University of Puget Sound focuses on skill development. NBC stands for Nothing Beats Commitment and has been running camps since 1971. The goal is for each athlete to walk away from camp having improved their volleyball and leadership skills. Camps focus on confidence, goal setting, mental toughness, leadership, intensity, athletic and life skill mastery, and the importance of personal faith and Christian values. Camps are intense and are for those who love volleyball enough to work hard. Join us this summer and experience the NBC Camps difference!",$780,day,all,open,,,https://www.ussportscamps.com/volleyball/nbc/nbc-volleyball-camp-in-tacoma-washington,FALSE,FALSE,camp,,,medium
"Nike Volleyball Camp at Laramie County Community College - All Skills Camp (July 6–8, 2026)",volleyball,10,14,2026-07-06,2026-07-08,1400 E College Dr,Cheyenne,WY,82007,"Join us this summer at Laramie County Community College for fun and learning on the court! Campers of all abilities will train with Head Volleyball Coach, Zach Shaver, while enjoying a supportive and exciting atmosphere. Open to girls, ages 10-18, this volleyball camp in Wyoming is geared toward building confidence, improving skills, and making new friends. From fun drills to friendly games, every moment is designed to help you enjoy the sport you love. Don’t miss out in Cheyenne—sign up today!RATED AS A TOP 10 NIKE VOLLEYBALL CAMP IN 2025. The Top-Rated Camp &amp; Director Awards recognize and celebrate directors who deliver exceptional, BEST-IN-CLASS experiences for both campers and parents. Winners are determined through a detailed analysis of thousands of post-camp parent reviews, with the goal of amplifying positive word-of-mouth, boosting camp enrollment, and reinforcing parents’ confidence that their investment was worthwhile.",$379-$454,day,all,open,,,https://www.ussportscamps.com/volleyball/nike/nike-volleyball-camp-laramie-community-college,FALSE,FALSE,camp,,,medium
"Nike Volleyball Camp at Laramie County Community College - Advanced Camp (July 9–11, 2026)",volleyball,13,18,2026-07-09,2026-07-11,1400 E College Dr,Cheyenne,WY,82007,"Join us this summer at Laramie County Community College for fun and learning on the court! Campers of all abilities will train with Head Volleyball Coach, Zach Shaver, while enjoying a supportive and exciting atmosphere. Open to girls, ages 10-18, this volleyball camp in Wyoming is geared toward building confidence, improving skills, and making new friends. From fun drills to friendly games, every moment is designed to help you enjoy the sport you love. Don’t miss out in Cheyenne—sign up today!RATED AS A TOP 10 NIKE VOLLEYBALL CAMP IN 2025. The Top-Rated Camp &amp; Director Awards recognize and celebrate directors who deliver exceptional, BEST-IN-CLASS experiences for both campers and parents. Winners are determined through a detailed analysis of thousands of post-camp parent reviews, with the goal of amplifying positive word-of-mouth, boosting camp enrollment, and reinforcing parents’ confidence that their investment was worthwhile.",$379-$454,day,all,open,,,https://www.ussportscamps.com/volleyball/nike/nike-volleyball-camp-laramie-community-college,FALSE,FALSE,camp,,,medium
"Charleston Southern University Nike Volleyball Camp - Buc Prospect Camp (July 8–10, 2026)",volleyball,15,18,2026-07-08,2026-07-10,500 BUC Club Blvd,Charleston,SC,29406,"Join us this summer at Charleston Southern University for fun and learning on the court! Campers of all abilities will train with Head Volleyball Coach, Carry Brown, while enjoying a supportive and exciting atmosphere. Open to girls, ages 10-18, this camp in South Carolina is geared toward building confidence, improving skills, and making new friends. From fun drills to friendly games, every moment is designed to help you enjoy the sport you love. Don’t miss out this summer in Charleston—sign up today!",$329,day,all,open,,,https://www.ussportscamps.com/volleyball/nike/nike-volleyball-camp-charleston-southern-university,FALSE,FALSE,camp,,,medium
"Charleston Southern University Nike Volleyball Camp - Fundamental Skills Camp (July 13–14, 2026)",volleyball,14,18,2026-07-13,2026-07-14,500 BUC Club Blvd,Charleston,SC,29406,"Join us this summer at Charleston Southern University for fun and learning on the court! Campers of all abilities will train with Head Volleyball Coach, Carry Brown, while enjoying a supportive and exciting atmosphere. Open to girls, ages 10-18, this camp in South Carolina is geared toward building confidence, improving skills, and making new friends. From fun drills to friendly games, every moment is designed to help you enjoy the sport you love. Don’t miss out this summer in Charleston—sign up today!",$255,day,all,open,,,https://www.ussportscamps.com/volleyball/nike/nike-volleyball-camp-charleston-southern-university,FALSE,FALSE,camp,,,medium
"Charleston Southern University Nike Volleyball Camp - Fundamental Skills Camp (July 6–7, 2026)",volleyball,10,14,2026-07-06,2026-07-07,500 BUC Club Blvd,Charleston,SC,29406,"Join us this summer at Charleston Southern University for fun and learning on the court! Campers of all abilities will train with Head Volleyball Coach, Carry Brown, while enjoying a supportive and exciting atmosphere. Open to girls, ages 10-18, this camp in South Carolina is geared toward building confidence, improving skills, and making new friends. From fun drills to friendly games, every moment is designed to help you enjoy the sport you love. Don’t miss out this summer in Charleston—sign up today!",$269,day,all,open,,,https://www.ussportscamps.com/volleyball/nike/nike-volleyball-camp-charleston-southern-university,FALSE,FALSE,camp,,,medium
"NBC Volleyball Camp at Grace Christian School -  (June 1–4, 2026)",volleyball,11,14,2026-06-01,2026-06-04,12407 Pintail St,Anchorage,AK,99516,"Join NBC Camps at Grace Christian School in Anchorage this summer for a week of volleyball camp. NBC aims to train each athlete in a fun, encouraging atmosphere. The coaching staff approaches coaching with the heart of a teacher and is passionate about helping every camper improve. NBC stands for Nothing Beats Commitment and has been running camps since 1971. Camps focus on confidence, goal setting, mental toughness, leadership, intensity, athletic and life skill mastery, the importance of personal faith and Christian values of integrity, compassion, and that each person is a miracle.",$429,day,all,open,,,https://www.ussportscamps.com/volleyball/nbc/nbc-volleyball-day-camp-at-grace-christian-school,FALSE,FALSE,camp,,,medium
"Cal Volleyball Camps - Golden Bear Experience Clinic (June 6, 2026)",volleyball,14,18,2026-06-06,2026-06-06,115 Haas Pavilion,Berkeley,CA,94720,"Train like a Cal Volleyball Player and get better this summer! Our volleyball camps at UC Berkeley offer a variety of programs for players of all ability levels to choose from. The DI Cal Berkeley Coaches run camps that are designed to make each player better at an individual level. Come compete against other players from the Bay Area and beyond to prepare for your upcoming season. Campers will leave our volleyball camps in Berkeley feeling more confident in their game. All Cal Sports Camps are open to any and all entrants. For your safety and benefit, we recommend you choose a camp that fits your level of development. All events are subject to change based on NCAA. Due to high demand and limited capacity, prices are subject to increase as camp exceeds 25%/50%/75% capacity.",$295,day,all,open,,,https://www.ussportscamps.com/volleyball/cal/california-volleyball-camp-at-uc-berkeley,FALSE,FALSE,camp,,,medium
"Cal Volleyball Camps - Adv Setter, Hitter, Libero & Combined (June 7, 2026)",volleyball,14,18,2026-06-07,2026-06-07,115 Haas Pavilion,Berkeley,CA,94720,"Train like a Cal Volleyball Player and get better this summer! Our volleyball camps at UC Berkeley offer a variety of programs for players of all ability levels to choose from. The DI Cal Berkeley Coaches run camps that are designed to make each player better at an individual level. Come compete against other players from the Bay Area and beyond to prepare for your upcoming season. Campers will leave our volleyball camps in Berkeley feeling more confident in their game. All Cal Sports Camps are open to any and all entrants. For your safety and benefit, we recommend you choose a camp that fits your level of development. All events are subject to change based on NCAA. Due to high demand and limited capacity, prices are subject to increase as camp exceeds 25%/50%/75% capacity.",$319,day,all,open,,,https://www.ussportscamps.com/volleyball/cal/california-volleyball-camp-at-uc-berkeley,FALSE,FALSE,camp,,,medium
