name,sport,age_min,age_max,start_date,end_date,address,city,state,zip,description,price_text,day_or_overnight,skill_level,spots_status,contact_email,contact_phone,website_url,lunch_included,aftercare_available,program_type,registration_deadline,schedule_text,confidence
"Nike Volleyball Camp at Mount Marty University -  (July 27–30, 2026)",volleyball,15,18,2026-07-27,2026-07-30,1105 W 8th St,Yankton,SD,57078,"Sharpen your skills this summer at our 2026 volleyball camp at Mount Marty University in Yankton, South Dakota! Open to boys and girls ages 8–18, this camp builds strong fundamentals, improves technique, and boosts confidence through energetic, hands-on instruction. Led by Head Coach Sophia Lobo Paes and her experienced staff, athletes will learn, practice, and compete in a positive, team-focused environment. It’s a great place to grow as a player, make new friends, and enjoy a fun, memorable week of volleyball!",$335,day,all,open,,,https://www.ussportscamps.com/volleyball/nike/nike-volleyball-camp-mount-marty-university,FALSE,FALSE,camp,,,medium
"Nike Volleyball Camp at Memphis Juniors - Hitter/Setter Clinic (June 15, 2026)",volleyball,9,18,2026-06-15,2026-06-15,237 Woodland Lake Dr,Cordova,TN,38018,"Get set for an exciting Summer 2026 volleyball camp at Memphis Juniors! Open to boys and girls ages 10–18, these sessions offer a great opportunity to train, improve, and enjoy the game in a fun environment. Athletes of all experience levels will work on key skills through engaging drills, competitive games, and expert coaching. Come build confidence, make new friends, and take your volleyball game to the next level in Tennessee!",$49,day,all,open,,,https://www.ussportscamps.com/volleyball/nike/nike-volleyball-camp-cordova,FALSE,FALSE,camp,,,medium
"Nike Volleyball Camp at Memphis Juniors - All Skills Camp (June 15–17, 2026)",volleyball,9,18,2026-06-15,2026-06-17,237 Woodland Lake Dr,Cordova,TN,38018,"Get set for an exciting Summer 2026 volleyball camp at Memphis Juniors! Open to boys and girls ages 10–18, these sessions offer a great opportunity to train, improve, and enjoy the game in a fun environment. Athletes of all experience levels will work on key skills through engaging drills, competitive games, and expert coaching. Come build confidence, make new friends, and take your volleyball game to the next level in Tennessee!",$329,day,all,open,,,https://www.ussportscamps.com/volleyball/nike/nike-volleyball-camp-cordova,FALSE,FALSE,camp,,,medium
"Nike Volleyball Camp at Memphis Juniors - Serving Clinic (June 16, 2026)",volleyball,9,18,2026-06-16,2026-06-16,237 Woodland Lake Dr,Cordova,TN,38018,"Get set for an exciting Summer 2026 volleyball camp at Memphis Juniors! Open to boys and girls ages 10–18, these sessions offer a great opportunity to train, improve, and enjoy the game in a fun environment. Athletes of all experience levels will work on key skills through engaging drills, competitive games, and expert coaching. Come build confidence, make new friends, and take your volleyball game to the next level in Tennessee!",$49,day,all,open,,,https://www.ussportscamps.com/volleyball/nike/nike-volleyball-camp-cordova,FALSE,FALSE,camp,,,medium
"Nike Volleyball Camp at Memphis Juniors - Passing/Defense Clinic (June 17, 2026)",volleyball,9,18,2026-06-17,2026-06-17,237 Woodland Lake Dr,Cordova,TN,38018,"Get set for an exciting Summer 2026 volleyball camp at Memphis Juniors! Open to boys and girls ages 10–18, these sessions offer a great opportunity to train, improve, and enjoy the game in a fun environment. Athletes of all experience levels will work on key skills through engaging drills, competitive games, and expert coaching. Come build confidence, make new friends, and take your volleyball game to the next level in Tennessee!",$49,day,all,open,,,https://www.ussportscamps.com/volleyball/nike/nike-volleyball-camp-cordova,FALSE,FALSE,camp,,,medium
"Nike Volleyball Camp at Memphis Juniors - Hitter/Setter Clinic (July 13, 2026)",volleyball,9,18,2026-07-13,2026-07-13,237 Woodland Lake Dr,Cordova,TN,38018,"Get set for an exciting Summer 2026 volleyball camp at Memphis Juniors! Open to boys and girls ages 10–18, these sessions offer a great opportunity to train, improve, and enjoy the game in a fun environment. Athletes of all experience levels will work on key skills through engaging drills, competitive games, and expert coaching. Come build confidence, make new friends, and take your volleyball game to the next level in Tennessee!",$49,day,all,open,,,https://www.ussportscamps.com/volleyball/nike/nike-volleyball-camp-cordova,FALSE,FALSE,camp,,,medium
"Nike Volleyball Camp at Memphis Juniors - All Skills/High Potential Camp (July 13–15, 2026)",volleyball,9,18,2026-07-13,2026-07-15,237 Woodland Lake Dr,Cordova,TN,38018,"Get set for an exciting Summer 2026 volleyball camp at Memphis Juniors! Open to boys and girls ages 10–18, these sessions offer a great opportunity to train, improve, and enjoy the game in a fun environment. Athletes of all experience levels will work on key skills through engaging drills, competitive games, and expert coaching. Come build confidence, make new friends, and take your volleyball game to the next level in Tennessee!",$329,day,all,open,,,https://www.ussportscamps.com/volleyball/nike/nike-volleyball-camp-cordova,FALSE,FALSE,camp,,,medium
"Nike Volleyball Camp at Memphis Juniors - Serving Clinic (July 14, 2026)",volleyball,9,18,2026-07-14,2026-07-14,237 Woodland Lake Dr,Cordova,TN,38018,"Get set for an exciting Summer 2026 volleyball camp at Memphis Juniors! Open to boys and girls ages 10–18, these sessions offer a great opportunity to train, improve, and enjoy the game in a fun environment. Athletes of all experience levels will work on key skills through engaging drills, competitive games, and expert coaching. Come build confidence, make new friends, and take your volleyball game to the next level in Tennessee!",$49,day,all,open,,,https://www.ussportscamps.com/volleyball/nike/nike-volleyball-camp-cordova,FALSE,FALSE,camp,,,medium
"Nike Volleyball Camp at Memphis Juniors - Passing/Defense Clinic (July 15, 2026)",volleyball,9,18,2026-07-15,2026-07-15,237 Woodland Lake Dr,Cordova,TN,38018,"Get set for an exciting Summer 2026 volleyball camp at Memphis Juniors! Open to boys and girls ages 10–18, these sessions offer a great opportunity to train, improve, and enjoy the game in a fun environment. Athletes of all experience levels will work on key skills through engaging drills, competitive games, and expert coaching. Come build confidence, make new friends, and take your volleyball game to the next level in Tennessee!",$49,day,all,open,,,https://www.ussportscamps.com/volleyball/nike/nike-volleyball-camp-cordova,FALSE,FALSE,camp,,,medium
"Nike Volleyball Camp at Christ Presbyterian Academy -  (June 1–4, 2026)",volleyball,10,17,2026-06-01,2026-06-04,2323 Old Hickory Blvd,Nashville,TN,37215,"Join us this summer at Christ Presbyterian Academy in Tennessee for fun and learning on the court! Campers will train with Head Volleyball Coach, Carrol DeNure, while enjoying a supportive and exciting atmosphere. Open to girls, ages 10-17, this camp in Nashville is geared toward building confidence, improving skills, and making new friends. From fun drills to friendly games, every moment is designed to help you enjoy the sport you love. Don’t miss out—sign up today!",$399,day,all,open,,,https://www.ussportscamps.com/volleyball/nike/nike-volleyball-camp-christ-presbyterian-academy,FALSE,FALSE,camp,,,medium
