name,sport,age_min,age_max,start_date,end_date,address,city,state,zip,description,price_text,day_or_overnight,skill_level,spots_status,contact_email,contact_phone,website_url,lunch_included,aftercare_available,program_type,registration_deadline,schedule_text,confidence
"Nike Volleyball Camp at Benedictine University - Little Volleys Half Day Camp (June 8–11, 2026)",volleyball,7,12,2026-06-08,2026-06-11,5700 College Rd,Lisle,IL,60532,"Spend part of summer 2026 training at our volleyball camp hosted at Benedictine University in Illinois! Athletes will enjoy practicing in a modern, air-conditioned gym designed to keep players comfortable while staying active on the court. Under the guidance of Head Coach Jennifer Wildes, campers will focus on skill development, teamwork, and confidence building. Open to boys and girls ages 7–18, this camp offers plenty of game play, chances to make new friends, and a safe, supportive environment where athletes can learn and grow together.",$299,day,all,open,,,https://www.ussportscamps.com/volleyball/nike/nike-volleyball-camp-benedictine-university,FALSE,FALSE,camp,,,medium
"Nike Volleyball Camp at Benedictine University - Day Camp (June 22–25, 2026)",volleyball,10,16,2026-06-22,2026-06-25,5700 College Rd,Lisle,IL,60532,"Spend part of summer 2026 training at our volleyball camp hosted at Benedictine University in Illinois! Athletes will enjoy practicing in a modern, air-conditioned gym designed to keep players comfortable while staying active on the court. Under the guidance of Head Coach Jennifer Wildes, campers will focus on skill development, teamwork, and confidence building. Open to boys and girls ages 7–18, this camp offers plenty of game play, chances to make new friends, and a safe, supportive environment where athletes can learn and grow together.",$619,day,all,open,,,https://www.ussportscamps.com/volleyball/nike/nike-volleyball-camp-benedictine-university,FALSE,FALSE,camp,,,medium
"Nike Volleyball Camp at Benedictine University - Hitting & Blocking Clinic (June 29, 2026)",volleyball,10,16,2026-06-29,2026-06-29,5700 College Rd,Lisle,IL,60532,"Spend part of summer 2026 training at our volleyball camp hosted at Benedictine University in Illinois! Athletes will enjoy practicing in a modern, air-conditioned gym designed to keep players comfortable while staying active on the court. Under the guidance of Head Coach Jennifer Wildes, campers will focus on skill development, teamwork, and confidence building. Open to boys and girls ages 7–18, this camp offers plenty of game play, chances to make new friends, and a safe, supportive environment where athletes can learn and grow together.",$119,day,all,open,,,https://www.ussportscamps.com/volleyball/nike/nike-volleyball-camp-benedictine-university,FALSE,FALSE,camp,,,medium
"Nike Volleyball Camp at Benedictine University - Above The Net Clinic (June 30, 2026)",volleyball,10,16,2026-06-30,2026-06-30,5700 College Rd,Lisle,IL,60532,"Spend part of summer 2026 training at our volleyball camp hosted at Benedictine University in Illinois! Athletes will enjoy practicing in a modern, air-conditioned gym designed to keep players comfortable while staying active on the court. Under the guidance of Head Coach Jennifer Wildes, campers will focus on skill development, teamwork, and confidence building. Open to boys and girls ages 7–18, this camp offers plenty of game play, chances to make new friends, and a safe, supportive environment where athletes can learn and grow together.",$119,day,all,open,,,https://www.ussportscamps.com/volleyball/nike/nike-volleyball-camp-benedictine-university,FALSE,FALSE,camp,,,medium
"Nike Volleyball Camp at Benedictine University - Day Camp (July 6–9, 2026)",volleyball,10,16,2026-07-06,2026-07-09,5700 College Rd,Lisle,IL,60532,"Spend part of summer 2026 training at our volleyball camp hosted at Benedictine University in Illinois! Athletes will enjoy practicing in a modern, air-conditioned gym designed to keep players comfortable while staying active on the court. Under the guidance of Head Coach Jennifer Wildes, campers will focus on skill development, teamwork, and confidence building. Open to boys and girls ages 7–18, this camp offers plenty of game play, chances to make new friends, and a safe, supportive environment where athletes can learn and grow together.",$619,day,all,open,,,https://www.ussportscamps.com/volleyball/nike/nike-volleyball-camp-benedictine-university,FALSE,FALSE,camp,,,medium
"Nike Volleyball Camp at Benedictine University - Overnight & Extended Day (Commuter) (July 16–19, 2026)",volleyball,12,18,2026-07-16,2026-07-19,5700 College Rd,Lisle,IL,60532,"Spend part of summer 2026 training at our volleyball camp hosted at Benedictine University in Illinois! Athletes will enjoy practicing in a modern, air-conditioned gym designed to keep players comfortable while staying active on the court. Under the guidance of Head Coach Jennifer Wildes, campers will focus on skill development, teamwork, and confidence building. Open to boys and girls ages 7–18, this camp offers plenty of game play, chances to make new friends, and a safe, supportive environment where athletes can learn and grow together.",$905-$995,day,all,open,,,https://www.ussportscamps.com/volleyball/nike/nike-volleyball-camp-benedictine-university,FALSE,FALSE,camp,,,medium
"Nike Volleyball Camp at Florida International University - All Skills Camp (July 5–9, 2026)",volleyball,8,18,2026-07-05,2026-07-09,1180 SW 113th Ave,Miami,FL,33174,"Join us this summer at Florida International University for fun on the court! Open to girls and boys ages 8-18, this popular overnight volleyball camp in Florida focuses on confidence, skill development, and making new friends. Campers of all abilities work with a top-notch coaching staff in a supportive, high-energy environment. Whether you’re a beginner or intermediate player, this camp is all about enjoying volleyball, staying active, and creating lasting summer memories. Don’t miss out in Miami—sign up today!",$579-$999,day,all,open,,,https://www.ussportscamps.com/volleyball/nike/nike-volleyball-camp-miami,FALSE,FALSE,camp,,,medium
"Nike Volleyball Camp at Florida International University - Position Specialty Clinic (July 10, 2026)",volleyball,8,18,2026-07-10,2026-07-10,1180 SW 113th Ave,Miami,FL,33174,"Join us this summer at Florida International University for fun on the court! Open to girls and boys ages 8-18, this popular overnight volleyball camp in Florida focuses on confidence, skill development, and making new friends. Campers of all abilities work with a top-notch coaching staff in a supportive, high-energy environment. Whether you’re a beginner or intermediate player, this camp is all about enjoying volleyball, staying active, and creating lasting summer memories. Don’t miss out in Miami—sign up today!",$155,day,all,open,,,https://www.ussportscamps.com/volleyball/nike/nike-volleyball-camp-miami,FALSE,FALSE,camp,,,medium
"Nike Volleyball Camp at Florida International University - All Skills Camp (July 12–16, 2026)",volleyball,8,18,2026-07-12,2026-07-16,1180 SW 113th Ave,Miami,FL,33174,"Join us this summer at Florida International University for fun on the court! Open to girls and boys ages 8-18, this popular overnight volleyball camp in Florida focuses on confidence, skill development, and making new friends. Campers of all abilities work with a top-notch coaching staff in a supportive, high-energy environment. Whether you’re a beginner or intermediate player, this camp is all about enjoying volleyball, staying active, and creating lasting summer memories. Don’t miss out in Miami—sign up today!",$579-$999,day,all,open,,,https://www.ussportscamps.com/volleyball/nike/nike-volleyball-camp-miami,FALSE,FALSE,camp,,,medium
"Nike Volleyball Camp at Florida International University - Position Specialty Clinic (July 17, 2026)",volleyball,8,18,2026-07-17,2026-07-17,1180 SW 113th Ave,Miami,FL,33174,"Join us this summer at Florida International University for fun on the court! Open to girls and boys ages 8-18, this popular overnight volleyball camp in Florida focuses on confidence, skill development, and making new friends. Campers of all abilities work with a top-notch coaching staff in a supportive, high-energy environment. Whether you’re a beginner or intermediate player, this camp is all about enjoying volleyball, staying active, and creating lasting summer memories. Don’t miss out in Miami—sign up today!",$155,day,all,open,,,https://www.ussportscamps.com/volleyball/nike/nike-volleyball-camp-miami,FALSE,FALSE,camp,,,medium
"Nike Volleyball Camp at Florida International University - All Skills Camp (July 19–23, 2026)",volleyball,8,18,2026-07-19,2026-07-23,1180 SW 113th Ave,Miami,FL,33174,"Join us this summer at Florida International University for fun on the court! Open to girls and boys ages 8-18, this popular overnight volleyball camp in Florida focuses on confidence, skill development, and making new friends. Campers of all abilities work with a top-notch coaching staff in a supportive, high-energy environment. Whether you’re a beginner or intermediate player, this camp is all about enjoying volleyball, staying active, and creating lasting summer memories. Don’t miss out in Miami—sign up today!",$579-$999,day,all,open,,,https://www.ussportscamps.com/volleyball/nike/nike-volleyball-camp-miami,FALSE,FALSE,camp,,,medium
"Nike Volleyball Camp at Florida International University - Position Specialty Clinic (July 24, 2026)",volleyball,8,18,2026-07-24,2026-07-24,1180 SW 113th Ave,Miami,FL,33174,"Join us this summer at Florida International University for fun on the court! Open to girls and boys ages 8-18, this popular overnight volleyball camp in Florida focuses on confidence, skill development, and making new friends. Campers of all abilities work with a top-notch coaching staff in a supportive, high-energy environment. Whether you’re a beginner or intermediate player, this camp is all about enjoying volleyball, staying active, and creating lasting summer memories. Don’t miss out in Miami—sign up today!",$155,day,all,open,,,https://www.ussportscamps.com/volleyball/nike/nike-volleyball-camp-miami,FALSE,FALSE,camp,,,medium
"James Finley Volleyball Camp at the University of Washington - Serving & Passing Clinic (June 29, 2026)",volleyball,10,15,2026-06-29,2026-06-29,3924 Montlake Blvd NE,Seattle,WA,98195,"Join us this summer at the University of Washington for fun and learning on the court! Campers, ages 5-18, will train with an elite coaching staff using a curriculum designed by James Finley, former Head Volleyball Coach at Seattle University. This volleyball camp in Seattle is open to girls and boys of all abilities and geared towards building confidence, improving skills, and making new friends. From fun drills to lively games, every moment is designed to help you enjoy the sport you love. Don’t miss out this summer in Washington—sign up today!",$80,day,all,open,,,https://www.ussportscamps.com/volleyball/nike/james-finley-volleyball-camp-at-university-of-washington,FALSE,FALSE,camp,,,medium
"James Finley Volleyball Camp at the University of Washington - Setting Clinic or Hitting Clinic (June 29, 2026)",volleyball,10,15,2026-06-29,2026-06-29,3924 Montlake Blvd NE,Seattle,WA,98195,"Join us this summer at the University of Washington for fun and learning on the court! Campers, ages 5-18, will train with an elite coaching staff using a curriculum designed by James Finley, former Head Volleyball Coach at Seattle University. This volleyball camp in Seattle is open to girls and boys of all abilities and geared towards building confidence, improving skills, and making new friends. From fun drills to lively games, every moment is designed to help you enjoy the sport you love. Don’t miss out this summer in Washington—sign up today!",$80,day,all,open,,,https://www.ussportscamps.com/volleyball/nike/james-finley-volleyball-camp-at-university-of-washington,FALSE,FALSE,camp,,,medium
"James Finley Volleyball Camp at the University of Washington - Little Volleys Camp (June 30–July 2, 2026)",volleyball,5,10,2026-06-30,2026-07-02,3924 Montlake Blvd NE,Seattle,WA,98195,"Join us this summer at the University of Washington for fun and learning on the court! Campers, ages 5-18, will train with an elite coaching staff using a curriculum designed by James Finley, former Head Volleyball Coach at Seattle University. This volleyball camp in Seattle is open to girls and boys of all abilities and geared towards building confidence, improving skills, and making new friends. From fun drills to lively games, every moment is designed to help you enjoy the sport you love. Don’t miss out this summer in Washington—sign up today!",$129,day,all,open,,,https://www.ussportscamps.com/volleyball/nike/james-finley-volleyball-camp-at-university-of-washington,FALSE,FALSE,camp,,,medium
"James Finley Volleyball Camp at the University of Washington - All Skills Camp (June 30–July 2, 2026)",volleyball,10,15,2026-06-30,2026-07-02,3924 Montlake Blvd NE,Seattle,WA,98195,"Join us this summer at the University of Washington for fun and learning on the court! Campers, ages 5-18, will train with an elite coaching staff using a curriculum designed by James Finley, former Head Volleyball Coach at Seattle University. This volleyball camp in Seattle is open to girls and boys of all abilities and geared towards building confidence, improving skills, and making new friends. From fun drills to lively games, every moment is designed to help you enjoy the sport you love. Don’t miss out this summer in Washington—sign up today!",$449,day,all,open,,,https://www.ussportscamps.com/volleyball/nike/james-finley-volleyball-camp-at-university-of-washington,FALSE,FALSE,camp,,,medium
